,Unnamed: 0,Account_ID,Name,Twitter_username,Political_party
652,1014,1083795319027089408,Janet T. Mills,GovJanetMills,Democratic Party
655,1018,900516768032202752,Jared Golden,golden4congress,Democratic Party
656,1019,1071102246,Jared Huffman,RepHuffman,Democratic Party
658,1022,15361570,Jared Polis,RepJaredPolis,Democratic Party
659,1024,93921487,Jason Carter,SenatorCarter,Democratic Party
660,1025,17800215,Jason Chaffetz,JasonInTheHouse,Democratic Party
661,1027,1080191866509901826,Jason Crow,RepJasonCrow,Democratic Party
662,1028,46278119,Jason Isaac,isaacfortexas,Republican Party
663,1029,20744708,Jason Kander,JasonKander,Democratic Party
664,1031,1623308912,Jason T. Smith,RepJasonSmith,Republican Party
666,1033,1077214808,Jay Inslee,govinslee,Democratic Party
667,1036,3075845932,Jay Nordlinger,jaynordlinger,Republican Party
669,1039,2956955584,Jay Webber,JayWebberNJ,Republican Party
671,1041,115334561,Jean Quan,jeanquan,Democratic Party
672,1044,109287731,Jeanne Shaheen,SenatorShaheen,Democratic Party
673,1045,113047940,Jeb Bush,JebBush,Republican Party
675,1050,148305299,Jeff Brandes,JeffreyBrandes,Republican Party
676,1051,4309422388,Jeff Colyer,DrJeffColyer,Republican Party
678,1053,240393970,Jeff Duncan,RepJeffDuncan,Republican Party
679,1055,16056306,Jeff Flake,jeffflake,Republican Party
681,1057,19466140,Jeff Lamberti,stormerone,Republican Party
682,1058,158715755,Jeff Leach,leachfortexas,Republican Party
683,1059,397545273,Jeff Lord,realJeffreyLord,Republican Party
684,1060,29201047,Jeff Merkley,SenJeffMerkley,Democratic Party
689,1072,305141546,Jenna Bush Hager,JennaBushHager,Republican Party
690,1073,20462779,Jennifer Brunner,JenniferBrunner,Democratic Party
691,1074,14185317,Jennifer Granholm,JenGranholm,Democratic Party
693,1076,2212905492,Jennifer Wexton,JenniferWexton,Democratic Party
695,1078,2335899655,Jenny Wilson,JennyWilsonUT,Democratic Party
696,1081,40302336,Jerrold Nadler,RepJerryNadler,Democratic Party
698,1083,334219471,Jerry E. Patterson,Patterson4TX,Republican Party
699,1084,385429543,Jerry McNerney,RepMcNerney,Democratic Party
700,1085,18632666,Jerry Moran,JerryMoran,Republican Party
701,1087,300506276,Jerry Springer,jerryspringer,Democratic Party
702,1088,80366372,Jesse Jackson,RevJJackson,Democratic Party
703,1092,26583978,Jessica Ramos,jessicaramos,Democratic Party
704,1093,2847603597,"Jesús ""Chuy"" García",ChuyForCongress,Democratic Party
707,1097,816131319033950208,Jim Banks,RepJimBanks,Republican Party
711,1103,22523087,Jim Cooper,RepJimCooper,Democratic Party
712,1104,245451804,Jim Costa,RepJimCosta,Democratic Party
714,1106,262794246,Jim Davnie,jdavnie,Minnesota Democratic–Farmer–Labor Party
715,1108,9508922,Jim DeMint,JimDeMint,Republican Party
718,1112,31611298,Jim Himes,JAHimes,Democratic Party
719,1113,18166778,Jim Jordan,Jim_Jordan,Republican Party
721,1118,18909919,Jim Langevin,JimLangevin,Democratic Party
723,1120,242426145,Jim McGovern,RepMcGovern,Democratic Party
724,1121,7270292,Jim Mountain Inhofe,JimInhofe,Republican Party
726,1123,19970528,Jim Nussle,JimNussle,Republican Party
727,1124,489087014,Jim Patterson,jimpatterson559,Republican Party
729,1127,1096059529,Jim Risch,SenatorRisch,Republican Party
732,1130,19485876,Jim Tedisco,jamestedisco,Republican Party
736,1134,2371339658,Jimmy Gomez,RepJimmyGomez,California Democratic Party
737,1136,796736612554117120,Jimmy Panetta,RepJimmyPanetta,Democratic Party
740,1143,231510077,Joaquín Castro,JoaquinCastrotx,Democratic Party
741,1144,816284664658874368,Jodey Arrington,RepArrington,Republican Party
742,1145,2975091705,Jody Hice,congressmanhice,Republican Party
743,1146,109110373,Jody Steverson,JodySteverson,Democratic Party
746,1150,939091,Joe Biden,JoeBiden,Democratic Party
747,1153,85396297,Joe Courtney,RepJoeCourtney,Democratic Party
748,1154,111635980,Joe Crowley,JoeCrowleyNY,Democratic Party
750,1157,826589191412862976,Joe Cunningham,JoeCunninghamSC,Democratic Party
753,1162,1055907624,Joe Kennedy III,repjoekennedy,Democratic Party
755,1164,234374703,Joe Manchin,Sen_JoeManchin,Democratic Party
756,1165,175847438,Joe Moody,moodyforelpaso,Democratic Party
757,1166,1542372750,Joe Neguse,JoeNeguse,Democratic Party
759,1168,21619519,Joe Scarborough,JoeNBC,Republican Party
762,1171,595937099,"Joe Shirley, Jr.",joeshirls,Democratic Party
763,1172,236487888,Joe Walsh,walshfreedom,Republican Party
764,1173,254082173,Joe Wilson,RepJoeWilson,Republican Party
765,1174,50452197,John B. Larson,RepJohnLarson,Democratic Party
766,1176,1217037967,John Bel Edwards,JohnBelforLA,Democratic Party
767,1178,7713202,John Boehner,speakerboehner,Republican Party
768,1179,111671288,John Boozman,Boozman4AR,Republican Party
769,1181,5558312,John Boozman,Boozman4AR,Republican Party
771,1184,237770636,John Carney,JohnCarneyde,Democratic Party
772,1185,18030431,John Carter,JudgeCarter,Republican Party
775,1188,13218102,John Cornyn,JohnCornyn,Republican Party
776,1189,364243120,John Cranley,JohnCranley,Democratic Party
778,1191,160010755,John Dean,JohnWDean,Republican Party
779,1193,426028646,John Delaney,JohnDelaney,Democratic Party
784,1200,3622368202,John Fetterman,johnfetterman,Democratic Party
786,1202,2237991554,John Foust,johnfoustva,Democratic Party
788,1204,88806753,John Garamendi,RepGaramendi,Democratic Party
792,1208,117839957,John Hickenlooper,Hickenlooper,Democratic Party
793,1209,382791093,John Hoeven,SenJohnHoeven,Republican Party
794,1213,861246117689925633,John James,JohnJamesMI,Republican Party
795,1214,1082311988926124036,John Joyce,RepJohnJoyce,Republican Party
796,1215,18020081,John Kasich,JohnKasich,Republican Party
797,1216,2966765501,John Katko,RepJohnKatko,Republican Party
798,1217,15007149,John Kerry,JohnKerry,Democratic Party
805,1225,26594419,John Neely Kennedy,JohnKennedyLA,Republican Party
806,1229,816683274076614656,John Neely Kennedy,JohnKennedyLA,Republican Party
810,1236,118756393,John R. Bolton,ambjohnbolton,Republican Party
811,1237,931614483050414080,John R. Curtis,RepJohnCurtis,Republican Party
812,1238,2847221717,John Ratcliffe,RepRatcliffe,Republican Party
813,1239,828977216595849216,John Rutherford,RepRutherfordFL,Republican Party
814,1240,364415553,John Sarbanes,RepSarbanes,Democratic Party
817,1244,296361085,John Thune,SenJohnThune,Republican Party
818,1245,26533227,John Thune,SenJohnThune,Republican Party
819,1252,1081312310059253763,John W. Rose,RepJohnRose,Republican Party
820,1253,384913290,John Yarmuth,RepJohnYarmuth,Democratic Party
821,1254,18279894,John Young Brown III,JYBx3,Democratic Party
823,1257,64098343,Jon A. Husted,JonHusted,Republican Party
824,1261,130496027,Jon Favreau,jonfavs,Democratic Party
826,1265,521747968,Jon Ossoff,ossoff,Democratic Party
827,1266,515822213,Jon Tester,SenatorTester,Democratic Party
828,1267,412316336,Jonathan Stickland,RepStickland,Republican Party
829,1268,1383059977,Joni Ernst,SenJoniErnst,Republican Party of Iowa
830,1272,2856787757,Joni Ernst,SenJoniErnst,Republican Party of Iowa
833,1281,977247448820305920,Joseph Morelle,votemorelle,Democratic Party
834,1283,59708490,Josette Sheeran,JosetteSheeran,Republican Party
835,1284,815310506596691968,Josh Gottheimer,RepJoshG,Democratic Party
836,1286,1080851152151953410,Josh Harder,RepJoshHarder,Democratic Party
837,1287,2352629311,Josh Hawley,HawleyMO,Republican Party
838,1289,24209167,Josh Shapiro,joshshapiropa,Democratic Party
839,1290,33563161,José Enrique Serrano,RepJoseSerrano,Democratic Party
842,1293,4644462374,Joy Koesten,joyforkansas,Democratic Party
843,1295,1531521632,Joyce Beatty,RepBeatty,Democratic Party
844,1296,2986429745,Joyce Craig,JoyceCraigNH,Democratic Party
845,1299,1260172386,Juan Vargas,RepJuanVargas,Democratic Party
846,1300,193732179,Judy Chu,RepJudyChu,Democratic Party
848,1302,1243902714,Julia Brownley,RepBrownley,Democratic Party
850,1308,19682187,Julián Castro,JulianCastro,Democratic Party
851,1313,233842454,Justin Amash,justinamash,Republican Party
853,1315,24024778,Kal Penn,KalPenn,Democratic Party
854,1316,30354991,Kamala Harris,KamalaHarris,Democratic Party
855,1317,803694179079458816,Kamala Harris,KamalaHarris,Democratic Party
856,1318,734096443561148416,Kane,GlennJacobsTN,Republican Party
857,1319,892245979,Kane,GlennJacobsTN,Republican Party
858,1320,24352029,Kaniela Ing,KanielaIng,Democratic Party
860,1323,169686021,Kanye West,kanyewest,Republican Party
861,1324,239949176,Karen Bass,RepKarenBass,Democratic Party
862,1325,286506215,Karen Freeman-Wilson,karenaboutgary,Democratic Party
866,1331,12145102,Karin Housley,KarinHousley,Republican Party
867,1333,18791763,Karl Rove,KarlRove,Republican Party
868,1334,32962571,Karla Bigham,karlabigham,Democratic Party
869,1336,253193437,Karyn Polito,MassLtGov,Republican Party
870,1337,3023272478,Kate Brown,oregongovbrown,Democratic Party
872,1340,2293131060,Katherine Clark,RepKClark,Democratic Party
873,1343,104007730,Kathleen Merrigan,katmerrigan,Democratic Party
874,1344,2970462034,Kathleen Rice,RepKathleenRice,Democratic Party
879,1349,1880674038,Kathy Castor,USRepKCastor,Democratic Party
880,1350,128290790,Kathy Hochul,LtGovHochulNY,Democratic Party
882,1355,25375137,Katie Arrington,karringtonsc,Republican Party
884,1357,834166677579321345,Katie Hobbs,secretaryhobbs,Democratic Party
885,1358,1081222837459996672,Katie Porter,RepKatiePorter,Democratic Party
887,1361,161743731,Kay Granger,RepKayGranger,Republican Party
888,1362,19668491,Kay Ivey,GovernorKayIvey,Republican Party
889,1363,2540548986,Kaye Kory,kayekory,Democratic Party
890,1365,305818748,Keisha Lance Bottoms,KeishaBottoms,Democratic Party
891,1366,14135426,Keith Ellison,KeithEllison,Minnesota Democratic–Farmer–Labor Party
892,1368,1155212191,Keith Rothfus,KeithRothfus,Republican Party
893,1369,92354626,Kelda Roys,keldahelenroys,Democratic Party
894,1370,359403242,Kelli Ward,kelliwardaz,Arizona Republican Party
895,1372,229592356,Kelly Ayotte,KellyAyotte,Republican Party
896,1373,29495695,Kelly Loeffler,kloeffler,Republican Party
897,1374,1080515866255593472,Kelly M. Armstrong,Armstrong_ND,Republican Party
898,1376,964996994623311874,Kelly M. Armstrong,Armstrong_ND,Republican Party
900,1380,471672239,Kellyanne Conway,KellyannePolls,Republican Party
901,1381,17993620,Ken Blackwell,kenblackwell,Republican Party
902,1383,2862577383,Ken Buck,RepKenBuck,Republican Party
904,1386,45840174,Ken Paxton,kenpaxtontx,Republican Party
906,1388,56256477,Ken Stolle,kenstolle,Republican Party
907,1389,880850093548687360,Kendra Horn,RepKendraHorn,Democratic Party
908,1391,1083019402046513152,Kendra Horn,RepKendraHorn,Democratic Party
911,1396,19926675,Kevin Brady,RepKevinBrady,Republican Party
912,1397,28267055,Kevin Cramer,kevincramer,Republican Party
913,1401,48534208,Kevin Faulconer,Kevin_Faulconer,Republican Party
914,1402,1067818539179024386,Kevin Hern,repkevinhern,Republican Party
915,1403,19739126,Kevin McCarthy,gopleader,Republican Party
916,1404,17845781,Kevin Parker,SenatorParker,Democratic Party
917,1406,865210877678686208,Kevin Stitt,GovStitt,Republican Party
918,1408,30815935,Kevin de León,kdeleon,Democratic Party
920,1410,835541253601308672,Kim Foxx,SAKimFoxx,Democratic Party
921,1412,1080462532815532032,Kim Schrier,RepKimSchrier,Democratic Party
922,1413,326408771,Kim Wyman,KimWyman12,Republican Party
924,1416,102792727,Kirk Watson,kirkpwatson,Democratic Party
925,1417,72198806,Kirsten Gillibrand,SenGillibrand,Democratic Party
926,1418,235251868,Kristi Noem,govkristinoem,Republican Party
927,1420,21862217,Krystal Ball,krystalball,Democratic Party
928,1422,16100125,Kurt Daudt,kdaudt,Republican Party
929,1423,20545793,Kurt Schrader,RepSchrader,Democratic Party
930,1424,239211082,Kwame Raoul,kwameraoul,Democratic Party
931,1425,624883838,Kylie Oversen,KylieOversen,Democratic Party
932,1426,1080844782,Kyrsten Sinema,SenatorSinema,Democratic Party
933,1427,992056970248183808,LaToya Cantrell,mayorcantrell,Democratic Party
936,1430,96161390,Lamont Bagby,delegatebagby,Democratic Party
937,1431,1029094268542099457,Lance Gooden,Lancegooden,Republican Party
938,1432,234812598,Larry Bucshon,RepLarryBucshon,Republican Party
939,1433,467208985,Larry Farnese,larryfarnese,Democratic Party
940,1434,280121510,Larry Hogan,LarryHogan,Republican Party
943,1438,751075331801485313,Lashrecse Aird,delegateaird,Democratic Party
944,1439,131204770,Laura Bush,laurawbush,Republican Party
945,1440,1040058893907513344,Laura Kelly,GovLauraKelly,Democratic Party
946,1443,11388132,Lawrence Lessig,lessig,Democratic Party
947,1444,236526490,Lawrence Summers,LHSummers,Democratic Party
949,1446,28946201,Leah Vukmir,LeahVukmir,Republican Party
950,1447,4842843378,Lee J. Carter,carterforva,Democratic Party
951,1448,2750127259,Lee Zeldin,RepLeeZeldin,Republican Party
955,1452,1345917452,Les Adams,LesAdamsVA,Republican Party
956,1453,2247906445,Lesley Cohen,Cohen4AD29,Democratic Party
958,1456,20776505,Leslie Rutledge,LeslieRutledge,Republican Party
959,1458,28502793,Letitia James,TishJames,Democratic Party
960,1459,113191401,Levar Stoney,LevarStoney,Democratic Party
961,1460,2227281840,Libby Schaaf,LibbySchaaf,Democratic Party
963,1470,488560862,Linda Coleman,LindaForNC,Democratic Party
964,1471,65522706,Linda McMahon,Linda_McMahon,Republican Party
965,1473,312134473,Linda Sánchez,replindasanchez,Democratic Party
966,1474,432895323,Lindsey Graham,LindseyGrahamSC,Republican Party
967,1475,4049197462,Lisa Blunt Rochester,LisaBRochester,Democratic Party
969,1477,18061669,Lisa Murkowski,lisamurkowski,Republican Party
970,1478,1182675871,Lisa P. Jackson,lisapjackson,Democratic Party
971,1480,1075904377221722113,Lizzie Pannill Fletcher,RepFletcher,Democratic Party
972,1481,153944899,Lloyd Doggett,RepLloydDoggett,Democratic Party
973,1482,41417564,Lloyd Smucker,RepSmucker,Republican Party
975,1484,1077121945,Lois Frankel,RepLoisFrankel,Democratic Party
976,1485,2927379996,London Breed,londonbreed,Democratic Party
979,1490,1079802482640019456,Lori Trahan,RepLoriTrahan,Democratic Party
980,1491,343513430,Lorraine Cortés-Vázquez,LorraineCortesV,Democratic Party
981,1492,239871673,Lou Barletta,RepLouBarletta,Republican Party
983,1496,22055226,Louie Gohmert,RepLouieGohmert,Republican Party
984,1497,250185710,Louise Lucas,SenLouiseLucas,Democratic Party
986,1499,479872233,Lucille Roybal-Allard,RepRoybalAllard,Democratic Party
987,1500,1082380458976051202,Lucy McBath,RepLucyMcBath,Democratic Party
990,1505,607721548,Lupe Valdez,LupeValdez,Democratic Party
995,1512,25413556,Lynne Patton,LynnePattonHUD,Republican Party
1001,1520,567508925,Madeleine Dean,RepDean,Democratic Party
1002,1521,935717078966964228,Madeleine Dean,RepDean,Democratic Party
1006,1529,361569788,Maggie Hassan,maggie_hassan,Democratic Party
1007,1531,946549322,Maggie Hassan,maggie_hassan,Democratic Party
1008,1533,333150431,Mahlon Mitchell,MahlonMitchell,Democratic Party
1009,1534,120550155,Malcolm Smith,MalcSmitty,Democratic Party
1010,1535,93744888,Malia Cohen,MaliaCohen,Democratic Party
1011,1539,1074129612,Marc Veasey,RepVeasey,Democratic Party
1014,1544,15745368,Marco Rubio,marcorubio,Republican Party
1015,1546,17581393,Marcus Molinaro,marcmolinaro,Republican Party
1016,1547,14466551,Marcus Simon,marcussimon,Democratic Party
1017,1548,581141508,Marcy Kaptur,RepMarcyKaptur,Democratic Party
1019,1550,117501995,Maria Cantwell,SenatorCantwell,Democratic Party
1021,1554,21522338,Marianne Williamson,marwilliamson,Democratic Party
1022,1555,18131106,Mariannette Miller-Meeks,millermeeks,Republican Party of Iowa
1023,1556,20078631,Marie Waldron,MarieWaldron75,Republican Party
1024,1558,37094727,Mario Díaz-Balart,MarioDB,Republican Party
1025,1560,402719755,Mark Amodei,MarkAmodeiNV2,Republican Party
1027,1562,1706107621,Mark Cole,MarkColeVA,Republican Party
1028,1563,17846914,Mark D. Sickles,MarkSicklesVA,Democratic Party
1030,1566,2968007206,Mark DeSaulnier,RepDeSaulnier,Republican Party
1033,1571,1080477288955826176,Mark Green,RepMarkGreen,Republican Party
1037,1575,16118322,Mark Keam,MarkKeam,Democratic Party
1040,1580,23250787,Mark Mallory,mayormallory,Democratic Party
1041,1581,1206227149,Mark Pocan,RepMarkPocan,Democratic Party
1043,1584,976513639,Mark Rozzi,RepRozzi,Democratic Party
1047,1589,1037321378,Mark Takano,RepMarkTakano,Democratic Party
1049,1591,2966205003,Mark Walker,RepMarkWalker,Republican Party
1050,1592,7429102,Mark Warner,MarkWarner,Democratic Party
1051,1593,1060370282,Markwayne Mullin,RepMullin,Republican Party
1053,1595,278145569,Marsha Blackburn,MarshaBlackburn,Republican Party
1059,1604,1099199839,Martin Heinrich,MartinHeinrich,Democratic Party
1060,1606,15824288,Martin O'Malley,MartinOMalley,Democratic Party
1063,1609,130616183,Mary Cheh,marycheh,Democratic Party
1065,1611,1067541214671577093,Mary Gay Scanlon,RepMGS,Democratic Party
1066,1612,3021460584,Mary Jennings Hegar,mjhegar,Democratic Party
1068,1615,413466731,Mary Landrieu,SenLandrieu,Democratic Party
1072,1619,125802576,Matt Caldwell,mattcaldwell_fl,Republican Party
1073,1620,776664410,Matt Cartwright,RepCartwright,Democratic Party
1075,1622,58579942,Matt Gaetz,mattgaetz,Republican Party
1077,1625,1376252790,Matthew Rosendale,mattformontana,Republican Party
1078,1626,6672532,Matthew Whitaker,mattwhitaker46,Republican Party
1079,1627,1964991720,Maura Healey,maura_healey,Democratic Party
1082,1631,892491627088011264,Max Rose,MaxRose4NY,Democratic Party
1083,1634,36686040,Maxine Waters,RepMaxineWaters,Democratic Party
1085,1636,92186819,Mazie Hirono,maziehirono,Democratic Party
1089,1640,1726628515,Melanne Verveer,MelanneVerveer,Democratic Party
1090,1641,159633273,Melissa Hortman,melissahortman,Democratic Party
1091,1643,56257903,Melissa Melendez,asmMelendez,California Republican Party
1093,1646,343171266,Mia Love,MiaBLove,Republican Party
1094,1647,2379543723,Michael A. Jackson,MichaelFor27B,Democratic Party
1097,1650,224285242,Michael Bennet,MichaelBennet,Democratic Party
1098,1652,45645232,Michael Bennet,MichaelBennet,Democratic Party
1099,1654,16581604,Michael Bloomberg,MikeBloomberg,Republican Party
1100,1656,15751083,Michael C. Burgess,MichaelCBurgess,Republican Party
1101,1657,23725826,Michael Cloud,RepCloudTX,Republican Party
1102,1658,1039879658400112640,Michael Cloud,RepCloudTX,Republican Party
1103,1659,39249305,Michael F. Doyle,USRepMikeDoyle,Democratic Party
1105,1661,953749679166156800,Michael Guest,GuestCongress,Republican Party
1106,1663,1081243468327018496,Michael Guest,GuestCongress,Republican Party
1107,1665,161969197,Michael Hancock,MayorHancock,Democratic Party
1109,1670,26424123,Michael McCaul,RepMcCaul,Republican Party
1112,1675,50317463,Michael Steele,michaelsteele,Republican Party
1113,1676,482708367,Michael Tubbs,MichaelDTubbs,Democratic Party
1116,1680,104904750,Michele Reagan,SecretaryReagan,Republican Party
1117,1682,1159929043816460288,Michelle Fischbach,FischbachMN7,Republican Party of Minnesota
1118,1684,46413840,Michelle Giuda,michellegiuda,California Republican Party
1119,1685,1070083706822438912,Michelle Lujan Grisham,GovMLG,Democratic Party
1120,1686,409486555,Michelle Obama,MichelleObama,Democratic Party
1123,1691,20659868,Michelle Wu,wutrain,Democratic Party
1130,1698,2964877294,Mike Bost,RepBost,Republican Party
1131,1699,1080870981877534720,Mike Braun,braun4indiana,Republican Party
1132,1701,1861019372,Mike Braun,braun4indiana,Republican Party
1136,1710,413160266,Mike Crapo,MikeCrapo,Republican Party
1137,1712,600463589,Mike Crapo,MikeCrapo,Republican Party
1138,1714,33977070,Mike D. Rogers,RepMikeRogersAL,Republican Party
1139,1715,30887511,Mike DeWine,MikeDeWine,Republican Party
1143,1720,3110994454,Mike Frerichs,ILTreasurer,Democratic Party
1144,1721,815966620300480514,Mike Gallagher,RepGallagher,Republican Party
1145,1722,43458175,Mike Gatto,mikegatto,Democratic Party
1146,1723,14709326,Mike Gravel,GravelInstitute,Democratic Party
1148,1726,15416505,Mike Huckabee,govmikehuckabee,Republican Party
1149,1727,1060655470178787328,Mike J. Dunleavy,GovDunleavy,Republican Party
1151,1730,827279765287559171,Mike Johnson,RepMikeJohnson,Republican Party
1152,1732,935368364,Mike Kelly,MikeKellyPA,Republican Party
1153,1733,88784440,Mike Lee,SenMikeLee,Republican Party
1155,1737,2364318860,Mike Pantelides,MayorPantelides,Republican Party
1157,1739,1003672320781807616,Mike Parson,GovParsonMO,Republican Party
1159,1747,22203756,Mike Pence,mike_pence,Republican Party
1162,1753,56864092,Mike Quigley,RepMikeQuigley,Democratic Party
1164,1755,2955485182,Mike Rounds,SenatorRounds,Republican Party
1165,1757,76132891,Mike Simpson,CongMikeSimpson,Republican Party
1166,1758,303861808,Mike Thompson,RepThompson,Democratic Party
1167,1759,51228911,Mike Turner,RepMikeTurner,Republican Party
1169,1761,1577754348,Mikie Sherrill,MikieSherrill,Democratic Party
1170,1763,1080569698536878081,Mikie Sherrill,MikieSherrill,Democratic Party
1173,1770,102887944,Miro Weinberger,mirobtv,Democratic Party
1175,1772,188000721,Mitch Landrieu,MitchLandrieu,Democratic Party
1176,1773,339822881,Mitch McConnell,senatemajldr,Republican Party
1177,1774,1249982359,Mitch McConnell,senatemajldr,Republican Party
1178,1779,50055701,Mitt Romney,MittRomney,Republican Party
1179,1780,237299871,Mo Brooks,RepMoBrooks,Republican Party
1180,1781,98554447,Mo Cowan,mocowan,Democratic Party
1181,1783,32598080,Monica Rodriguez,LadyMRod,Democratic Party
1182,1784,28869095,Morgan Carroll,MorganLCarroll,Democratic Party
1183,1785,234057152,Morgan Griffith,RepMGriffith,Republican Party
1184,1787,489475164,Morris Davis,ColMorrisDavis,Democratic Party
1185,1788,976542720,Muriel Bowser,MayorBowser,Democratic Party
1186,1789,236541422,Nan Hayworth,NanHayworth,Republican Party
1189,1792,914815520842616834,Nancy Mace,NancyMace,Republican Party
1190,1793,62526458,Nancy Navarro,nancy_navarro,Democratic Party
1191,1794,2461810448,Nancy Pelosi,SpeakerPelosi,Democratic Party
1192,1795,15764644,Nancy Pelosi,SpeakerPelosi,Democratic Party
1194,1797,816833925456789505,Nanette Barragán,RepBarragan,Democratic Party
1195,1798,1356368317,Nate McMurray,Nate_McMurray,Democratic Party
1196,1799,727970917008158720,Nate Tinbite,natetinbite,Democratic Party
1198,1801,18997068,Nathan Fletcher,nathanfletcher,Republican Party
1199,1803,815952318487298048,Neal Dunn,drnealdunnfl2,Republican Party
1200,1805,3433189197,Neal Dunn,drnealdunnfl2,Republican Party
1201,1807,24972208,Ned Lamont,GovNedLamont,Democratic Party
1202,1808,1076293903723233280,Ned Lamont,GovNedLamont,Democratic Party
1204,1811,20713061,Newt Gingrich,newtgingrich,Republican Party
1205,1813,1613338004,Nick Bain,StateRepBain,Democratic Party
1209,1820,37190669,Nikki Fried,nikkifried,Democratic Party
1210,1821,1079776144524754944,Nikki Haley,nikkihaley,Republican Party
1211,1823,188793260,Nina Turner,ninaturner,Democratic Party
1214,1827,2409478435,Norma Torres,Norma4Congress,Democratic Party
1215,1831,236279233,Norma Torres,Norma4Congress,Democratic Party
1216,1836,164369297,Nydia M. Velázquez,NydiaVelazquez,Democratic Party
1218,1838,16799621,Omarosa Manigault Newman,omarosa,Democratic Party
1219,1842,18170310,Orrin Hatch,OrrinHatch,Republican Party
1222,1845,93755660,Pam Bondi,PamBondi,Republican Party
1223,1848,19599446,Pat Buchanan,PatrickBuchanan,Republican Party
1226,1852,1671024336,Pat Spearman,Senatorspearman,Democratic Party
1229,1855,461529170,Patrick A. Hope,HopeforVirginia,Democratic Party
1230,1856,546820570,Patrick J. Kennedy,PJK4brainhealth,Democratic Party
1231,1857,221162525,Patrick Joseph Toomey,SenToomey,Republican Party
1232,1859,242836537,Patrick Leahy,SenatorLeahy,Democratic Party
1233,1860,27676828,Patrick McHenry,PatrickMcHenry,Republican Party
1235,1863,424511268,Patti Solis Doyle,PattiSolisDoyle,Democratic Party
1236,1864,293131808,Patty Murray,PattyMurray,Democratic Party
1238,1866,352548417,Paul Begala,PaulBegala,Democratic Party
1239,1867,2864015602,Paul Bettencourt,TeamBettencourt,Republican Party
1242,1870,240760644,Paul Gosar,repgosar,Republican Party
1243,1872,20092276,Paul Krekorian,PaulKrekorian,Democratic Party
1244,1873,2966173305,Paul Krizek,KrizekForVA,Democratic Party
1246,1875,711188856943411200,Paul Manafort,PaulManafort,Republican Party
1248,1877,18916432,Paul Ryan,SpeakerRyan,Republican Party
1249,1880,84119348,Paul Tonko,RepPaulTonko,Democratic Party
1250,1881,599742462,Paul Vallas,paulvallas,Republican Party
1251,1883,18327000,Paula Jean Swearengin,paulajean2020,Democratic Party
1253,1887,821763194372943872,Penny Pritzker,PennyPritzker,Democratic Party
1254,1889,3018670151,Pete Aguilar,reppeteaguilar,Democratic Party
1255,1890,226222147,Pete Buttigieg,petebuttigieg,Democratic Party
1257,1892,15661604,Pete Hoekstra,petehoekstra,Republican Party
1259,1894,2891165960,Pete Ricketts,GovRicketts,Republican Party
1260,1895,24735461,Pete Sessions,PeteSessions,Republican Party
1261,1896,1075830599007510535,Pete Stauber,RepPeteStauber,Republican Party
1262,1898,883069589722198018,Pete Stauber,RepPeteStauber,Republican Party
1264,1901,252249233,Peter DeFazio,RepPeterDeFazio,Democratic Party
1265,1902,18277655,Peter King,reppeteking,Republican Party
1267,1905,1410590874,Peter Welch,PeterWelch,Democratic Party
1268,1907,919993894141603840,Phil Bredesen,PhilBredesen,Democratic Party
1269,1908,231592153,Phil Bryant,PhilBryantMS,Republican Party
1270,1909,948946378939609089,Phil Murphy,GovMurphy,Democratic Party
1271,1910,3438358100,Phil Murphy,GovMurphy,Democratic Party
1273,1912,545107258,Phil Scott,GovPhilScott,Republican Party
1274,1913,21579611,Phil Ting,PhilTing,California Democratic Party
1275,1915,44767773,Philip E. Berger,SenatorBerger,Republican Party
1276,1916,1281274039,Philip Levine,MayorLevine,Democratic Party
1277,1918,815733290955112448,Pramila Jayapal,RepJayapal,Democratic Party
1279,1921,17025489,Rafael Anchia,rafaelanchia,Democratic Party
1281,1923,814179031956488192,Raja Krishnamoorthi,congressmanraja,Democratic Party
1283,1927,880480631108644864,Ralph Norman,RepRalphNorman,Republican Party
1286,1932,216881337,Rand Paul,RandPaul,Republican Party
1288,1935,23764160,Randy Feenstra,RandyFeenstra,Republican Party
1292,1940,1058051748,Randy Weber,TXRandy14,Republican Party
1293,1942,435331179,Rashida Tlaib,RashidaTlaib,Democratic Party
1294,1944,40788497,Ravinder Bhalla,RaviBhalla,Democratic Party
1295,1946,278642216,Raymond Buckley,ChairmanBuckley,Democratic Party
1296,1947,28602948,Raúl Grijalva,RepraulGrijalva,Democratic Party
1297,1949,246341769,Raúl Labrador,Raul_Labrador,Republican Party
1300,1953,234053893,Reid Ribble,RepRibble,Republican Party
1301,1954,20733972,Reince Priebus,Reince,Republican Party
1302,1955,388404837,Rene Garcia,senrenegarcia,Republican Party
1303,1956,213634439,Renee Ellmers,RepReneeEllmers,Republican Party
1304,1957,57172253,Reshma Saujani,reshmasaujani,Democratic Party
1305,1958,45946399,Rhonda Keenum,RhondaKeenum,Republican Party
1306,1960,80013913,Ricardo Rosselló,ricardorossello,Democratic Party
1308,1965,278124059,Richard Blumenthal,SenBlumenthal,Democratic Party
1310,1967,19637767,Richard Cordray,RichCordray,Democratic Party
1311,1968,173979063,Richard Gottfried,dickgottfried,Democratic Party
1312,1969,935033864,Richard Hudson,RepRichHudson,Republican Party
